kegg_id,target_name,target_accession,query_name,query_accession,e_value,score,bias,best_domain_e_value,best_domain_score,best_domain_bias
K18075,8-T1-6_k127_217740_8,-,K18075,-,2.4e-06,24.7,0.4,0.00012,19.2,0.4
K10219,SC-T1-3_k127_77686_9,-,K10219,-,5.5e-142,470.1,0.1,6.3e-142,469.9,0.1
K10219,UAB-T1-9_k127_120282_5,-,K10219,-,1.9e-28,97.1,0.1,3.5e-28,96.2,0.1
K15454,11B-T1-3_k127_285612_1,-,K15454,-,2.3e-13,47.4,0.2,2.3e-13,47.4,0.2
K16330,SC-T1-3_k127_213245_5,-,K16330,-,3.8e-08,29.6,1.3,0.0013,14.6,0.1
K01752,SC-T1-3_k127_1022113_13,-,K01752,-,2.2e-162,539.9,8.9,2.5e-162,539.7,8.9
K03334,SC-T1-6_k127_659841_6,-,K03334,-,3.2e-46,155.4,1.2,3.9e-28,95.6,0.0
K03334,SC-T1-3_k127_612414_12,-,K03334,-,1.5e-08,31.0,0.0,0.001,15.0,0.0
K03334,SC-T1-3_k127_624816_2,-,K03334,-,8.9e-07,25.1,0.0,1.5e-06,24.4,0.0
K03334,8-T1-6_k127_99016_13,-,K03334,-,1.3e-06,24.6,1.0,1.9e-06,24.0,1.0
K03334,UAB-T1-9_k127_120282_8,-,K03334,-,2.7e-06,23.5,0.1,3.7e-06,23.1,0.1
K03334,SC-T1-3_k127_47800_7,-,K03334,-,2.8e-06,23.5,0.1,7e-05,18.8,0.1
K03334,RP-T1-6_k127_1114521_3,-,K03334,-,6.7e-06,22.2,0.6,6.7e-06,22.2,0.6
K20974,RC-T1-3_k127_32300_11,-,K20974,-,1.9e-93,311.2,0.0,2.5e-93,310.8,0.0
K20974,HP-T1-6_k127_183432_90,-,K20974,-,1.7e-79,265.1,3.0,3.3e-76,254.2,2.3
K20974,RP-T1-6_k127_879985_7,-,K20974,-,5.5e-63,210.6,0.0,6.2e-63,210.4,0.0
K20974,HP-T1-6_k127_183432_102,-,K20974,-,8.1e-63,210.0,0.0,9.4e-63,209.8,0.0
K20974,HP-T1-6_k127_294656_64,-,K20974,-,4.7e-60,200.9,0.0,4.7e-60,200.9,0.0
K20974,RP-T1-6_k127_1201713_9,-,K20974,-,4.2e-59,197.7,0.0,4.3e-59,197.7,0.0
K20974,HP-T1-6_k127_294656_24,-,K20974,-,5e-59,197.5,0.1,5e-59,197.5,0.1
K20974,RP-T1-9_k127_94720_15,-,K20974,-,2.1e-56,188.8,0.1,2.3e-56,188.7,0.1
K20974,RP-T1-6_k127_1481604_2,-,K20974,-,5.6e-54,180.8,0.0,6.5e-54,180.6,0.0
K20974,SC-T1-3_k127_822506_8,-,K20974,-,3.3e-35,118.8,0.7,3.6e-35,118.7,0.7
K20974,RP-T1-6_k127_1963256_29,-,K20974,-,2.4e-33,112.7,0.1,2.8e-33,112.5,0.1
K20974,RP-T1-6_k127_1677154_11,-,K20974,-,4.7e-30,101.8,3.3,5.4e-30,101.6,3.3
K20974,RP-T1-6_k127_1481604_3,-,K20974,-,6.3e-29,98.1,0.0,6.7e-29,98.0,0.0
K20974,8-T1-6_k127_283000_1,-,K20974,-,9.1e-29,97.5,0.0,1.1e-28,97.3,0.0
K20974,RP-T1-6_k127_1201713_10,-,K20974,-,5.2e-28,95.1,0.0,5.4e-28,95.0,0.0
K20974,RP-T1-6_k127_879985_8,-,K20974,-,2.8e-27,92.6,0.0,2.8e-27,92.6,0.0
K20974,RP-T1-9_k127_94720_14,-,K20974,-,3.6e-27,92.3,0.0,3.7e-27,92.2,0.0
K20974,HP-T1-6_k127_294656_25,-,K20974,-,2.6e-26,89.4,0.0,2.9e-26,89.3,0.0
K20974,RP-T1-6_k127_1963256_28,-,K20974,-,2.9e-24,82.7,0.0,3.2e-24,82.5,0.0
K20974,SC-T1-3_k127_226907_8,-,K20974,-,9.9e-24,80.9,2.6,1.1e-23,80.8,2.6
K20974,SC-T1-3_k127_104701_3,-,K20974,-,4e-22,75.6,0.0,6.3e-22,74.9,0.0
K20974,11B-T1-6_k127_938349_8,-,K20974,-,8.9e-22,74.5,0.2,8.9e-22,74.5,0.2
K20974,HP-T1-6_k127_183432_101,-,K20974,-,3.6e-21,72.4,0.0,4.5e-21,72.1,0.0
K20974,HP-T1-6_k127_294656_65,-,K20974,-,4e-21,72.3,0.0,4.4e-21,72.2,0.0
K20974,UAB-T1-6_k127_1060950_3,-,K20974,-,3.4e-20,69.3,0.0,3.4e-20,69.3,0.0
K20974,SC-T1-3_k127_822506_9,-,K20974,-,3.2e-18,62.7,0.1,3.3e-18,62.7,0.1
K20974,RP-T1-3_k127_1328254_13,-,K20974,-,3e-17,59.5,0.0,8.5e-17,58.0,0.0
K20974,SC-T1-3_k127_226907_11,-,K20974,-,1.1e-16,57.7,0.0,1.2e-16,57.5,0.0
K20974,HP-T1-6_k127_1153828_9,-,K20974,-,3.2e-15,52.8,0.3,5.7e-15,52.0,0.3
K20974,UAB-T1-6_k127_1060950_2,-,K20974,-,1.2e-09,34.4,0.1,4.7e-09,32.4,0.1
K20974,SC-T1-3_k127_104701_4,-,K20974,-,6.2e-09,32.0,0.0,6.2e-09,32.0,0.0
K20974,HP-T1-6_k127_816158_3,-,K20974,-,1.8e-07,27.2,0.0,2.3e-07,26.9,0.0
K20974,SC-T1-3_k127_255237_10,-,K20974,-,1.1e-06,24.7,0.1,1.2e-06,24.5,0.1
K20974,SC-T1-3_k127_163043_3,-,K20974,-,2.1e-06,23.7,0.3,2.1e-06,23.7,0.3
K20974,SC-T1-3_k127_149557_6,-,K20974,-,2.7e-06,23.3,0.1,2.7e-06,23.3,0.1
K12598,HP-T1-6_k127_294656_13,-,K12598,-,2e-18,63.1,0.0,1.3e-11,40.5,0.0
K13580,HP-T1-6_k127_183432_73,-,K13580,-,7.5e-06,23.0,0.0,1e-05,22.5,0.0
K18199,HP-T1-3_k127_118729_10,-,K18199,-,6.6e-44,147.6,9.8,9.8e-44,147.1,9.8
K18199,SC-T1-3_k127_730379_5,-,K18199,-,5.4e-39,131.4,5.2,5.4e-39,131.4,5.2
K18199,HP-T1-3_k127_118729_8,-,K18199,-,2.6e-31,106.0,2.9,5.1e-28,95.2,0.8
K19181,UAB-T1-9_k127_120282_5,-,K19181,-,7.5e-51,170.7,6.4,2.3e-50,169.1,6.4
K19181,SC-T1-3_k127_77686_9,-,K19181,-,2.2e-37,126.5,2.7,3.4e-37,125.8,2.7
K10111,11B-T1-3_k127_285612_10,-,K10111,-,1.2e-158,526.3,0.0,1.3e-158,526.2,0.0
K10111,11B-T1-3_k127_390147_7,-,K10111,-,2.9e-116,386.6,0.1,3.5e-116,386.3,0.1
K10111,SC-T1-3_k127_213245_11,-,K10111,-,5.3e-77,257.2,1.8,3.4e-48,162.3,0.1
K10111,11B-T1-3_k127_968458_14,-,K10111,-,2e-73,245.4,0.0,2.6e-73,245.1,0.0
K10111,RP-T1-3_k127_1758766_3,-,K10111,-,4.9e-71,237.6,0.0,1.1e-39,134.3,0.2
K10111,SC-T1-3_k127_1022113_7,-,K10111,-,7.8e-63,210.5,0.3,1e-62,210.2,0.3
K10111,RC-T1-9_k127_777842_6,-,K10111,-,1.8e-52,176.4,0.0,2.4e-52,176.0,0.0
K10111,8-T1-9_k127_384206_10,-,K10111,-,2.2e-49,166.2,0.3,4.9e-49,165.1,0.3
K10111,HP-T1-6_k127_50417_1,-,K10111,-,3.7e-48,162.2,1.1,4.6e-48,161.8,1.1
K10111,UAB-T1-9_k127_120282_3,-,K10111,-,7.4e-47,157.9,3.0,5.6e-31,105.6,0.4
K10111,HP-T1-9_k127_916697_7,-,K10111,-,6.4e-46,154.8,0.2,8.4e-46,154.4,0.2
K10111,RP-T1-6_k127_243432_2,-,K10111,-,4e-44,148.9,0.1,5.3e-44,148.5,0.1
K10111,UAB-T1-6_k127_697090_3,-,K10111,-,1.4e-39,133.9,0.0,2e-39,133.4,0.0
K10111,8-T1-6_k127_292798_8,-,K10111,-,1.5e-35,120.6,0.1,1.7e-35,120.4,0.1
K10111,RC-T1-9_k127_675902_13,-,K10111,-,1.3e-33,114.2,0.8,1.1e-17,61.8,0.3
K10111,SC-T1-3_k127_730379_1,-,K10111,-,1.5e-33,114.0,0.0,2.2e-33,113.5,0.0
K10111,SC-T1-3_k127_163043_5,-,K10111,-,2.2e-33,113.5,0.0,5.6e-33,112.1,0.0
K10111,SC-T1-3_k127_1105723_1,-,K10111,-,7.5e-32,108.4,0.0,3.8e-31,106.1,0.0
K10111,HP-T1-9_k127_916697_6,-,K10111,-,8e-32,108.3,0.2,1e-31,108.0,0.2
K10111,11B-T1-6_k127_510359_7,-,K10111,-,1.2e-31,107.8,0.0,1.4e-31,107.5,0.0
K10111,SC-T1-3_k127_441408_4,-,K10111,-,2.9e-31,106.5,0.1,8.1e-31,105.0,0.1
K10111,SC-T1-3_k127_163043_4,-,K10111,-,3e-30,103.1,0.1,3.6e-30,102.9,0.1
K10111,8-T1-6_k127_217740_31,-,K10111,-,7.3e-30,101.9,0.0,9.4e-30,101.5,0.0
K10111,8-T1-6_k127_292798_7,-,K10111,-,3.3e-27,93.1,0.2,4.5e-27,92.7,0.2
K10111,SC-T1-3_k127_985991_3,-,K10111,-,2.4e-26,90.3,0.1,3.8e-26,89.6,0.1
K10111,SC-T1-3_k127_216863_12,-,K10111,-,1.1e-25,88.1,0.0,1.6e-25,87.6,0.0
K10111,HP-T1-6_k127_294656_5,-,K10111,-,2.7e-25,86.8,0.6,1e-24,84.9,0.6
K10111,SC-T1-3_k127_1105723_2,-,K10111,-,3.7e-25,86.4,0.0,9.8e-25,85.0,0.0
K10111,SC-T1-3_k127_216863_11,-,K10111,-,1.1e-22,78.3,0.0,2.1e-22,77.3,0.0
K10111,11B-T1-6_k127_510359_6,-,K10111,-,8.2e-20,68.7,0.0,2.8e-19,67.0,0.0
K10111,SC-T1-3_k127_985991_4,-,K10111,-,3e-18,63.6,0.7,1.3e-17,61.5,0.7
K10111,RC-T1-3_k127_849532_2,-,K10111,-,2.2e-16,57.5,0.4,0.00091,15.9,0.0
K10111,8-T1-6_k127_217740_26,-,K10111,-,2.3e-16,57.4,2.3,4.4e-05,20.2,0.1
K10111,RP-T1-3_k127_175146_10,-,K10111,-,1e-15,55.2,0.0,2.8e-15,53.8,0.0
K02351,SC-T1-6_k127_948687_8,-,K02351,-,3e-84,281.0,47.9,3.5e-84,280.8,47.9
K02351,RC-T1-9_k127_787826_9,-,K02351,-,2.3e-72,241.9,47.9,2.5e-72,241.7,47.9
K02351,RP-T1-3_k127_353684_11,-,K02351,-,1.7e-64,215.9,57.3,1.7e-64,215.9,57.3
K02351,RP-T1-3_k127_353684_2,-,K02351,-,7.2e-39,131.5,33.9,7.2e-39,131.5,33.9
K25575,RP-T1-3_k127_243354_6,-,K25575,-,3.6e-06,24.1,0.0,0.00077,16.5,0.0
K09474,SC-T1-3_k127_427912_11,-,K09474,-,9.3e-08,29.3,0.3,0.00023,18.1,0.3
K05294,HP-T1-6_k127_294656_22,-,K05294,-,1.2e-06,24.5,0.0,1.8e-06,23.9,0.0
K02071,SC-T1-3_k127_213245_11,-,K02071,-,2.8e-134,446.0,0.1,9.9e-75,249.9,0.0
K02071,RP-T1-3_k127_1758766_3,-,K02071,-,2.2e-118,393.7,0.0,3.3e-64,215.2,0.0
K02071,SC-T1-3_k127_1022113_7,-,K02071,-,1.8e-83,278.7,0.3,2.2e-83,278.4,0.3
K02071,HP-T1-6_k127_50417_1,-,K02071,-,7e-75,250.4,0.6,8.2e-75,250.2,0.6
K02071,HP-T1-9_k127_916697_7,-,K02071,-,1.1e-72,243.2,0.0,1.4e-72,242.8,0.0
K02071,RC-T1-9_k127_777842_6,-,K02071,-,1.1e-70,236.5,0.0,1.3e-70,236.3,0.0
K02071,11B-T1-3_k127_390147_7,-,K02071,-,8.2e-69,230.4,0.0,9.3e-69,230.2,0.0
K02071,11B-T1-3_k127_968458_14,-,K02071,-,2.5e-68,228.8,0.1,2.7e-68,228.7,0.1
K02071,UAB-T1-9_k127_120282_3,-,K02071,-,6.9e-67,224.1,4.5,1.1e-41,141.0,0.4
K02071,RP-T1-6_k127_243432_2,-,K02071,-,4.1e-63,211.7,1.0,5e-63,211.4,1.0
K02071,HP-T1-9_k127_916697_6,-,K02071,-,5.4e-62,208.0,0.3,6.4e-62,207.7,0.3
K02071,11B-T1-3_k127_285612_10,-,K02071,-,1.8e-60,202.9,0.0,2.2e-60,202.7,0.0
K02071,SC-T1-3_k127_163043_5,-,K02071,-,8.5e-51,171.1,0.0,1.1e-50,170.8,0.0
K02071,8-T1-9_k127_384206_10,-,K02071,-,1.3e-49,167.2,0.2,1.9e-47,160.1,0.2
K02071,8-T1-6_k127_292798_8,-,K02071,-,1.2e-48,164.0,0.5,1.4e-48,163.7,0.5
K02071,HP-T1-6_k127_294656_5,-,K02071,-,2.9e-45,152.9,0.3,4.5e-45,152.2,0.3
K02071,8-T1-6_k127_217740_31,-,K02071,-,7.9e-44,148.1,0.1,8.7e-44,148.0,0.1
K02071,SC-T1-3_k127_216863_12,-,K02071,-,1.2e-42,144.2,0.0,1.8e-42,143.7,0.0
K02071,SC-T1-3_k127_1105723_1,-,K02071,-,8.8e-42,141.4,0.0,2.6e-41,139.8,0.0
K02071,SC-T1-3_k127_441408_4,-,K02071,-,6.1e-37,125.4,0.2,7.9e-37,125.1,0.2
K02071,SC-T1-3_k127_216863_11,-,K02071,-,3.1e-35,119.8,0.1,6.4e-35,118.8,0.1
K02071,SC-T1-3_k127_985991_4,-,K02071,-,1.2e-34,117.9,0.1,3.5e-34,116.4,0.1
K02071,SC-T1-3_k127_730379_1,-,K02071,-,1.6e-34,117.5,0.0,2.6e-34,116.8,0.0
K02071,UAB-T1-6_k127_697090_3,-,K02071,-,2.7e-34,116.7,0.0,4.1e-33,112.9,0.0
K02071,SC-T1-3_k127_1105723_2,-,K02071,-,3.8e-34,116.2,0.0,6.3e-33,112.2,0.0
K02071,SC-T1-3_k127_985991_3,-,K02071,-,8.6e-33,111.8,0.5,1.1e-32,111.4,0.5
K02071,8-T1-6_k127_292798_7,-,K02071,-,6.9e-31,105.5,2.1,8.6e-31,105.2,2.1
K02071,SC-T1-3_k127_163043_4,-,K02071,-,3.6e-30,103.2,0.1,4.6e-30,102.8,0.1
K02071,11B-T1-6_k127_510359_7,-,K02071,-,3.7e-30,103.1,0.0,4.3e-30,102.9,0.0
K02071,11B-T1-6_k127_510359_6,-,K02071,-,3.9e-30,103.0,0.0,4.9e-30,102.7,0.0
K02071,RC-T1-9_k127_675902_13,-,K02071,-,1.5e-27,94.5,0.7,5.6e-17,59.7,0.4
K02071,8-T1-6_k127_217740_26,-,K02071,-,5.6e-26,89.3,4.3,1.7e-08,31.8,0.1
K02071,RC-T1-3_k127_849532_2,-,K02071,-,6.1e-17,59.6,6.9,0.00013,19.0,0.0
K02071,RP-T1-3_k127_175146_10,-,K02071,-,1.3e-15,55.2,0.0,4e-15,53.6,0.0
K05089,RC-T1-3_k127_32300_5,-,K05089,-,4.2e-07,25.8,0.0,5.9e-07,25.3,0.0
K05089,HP-T1-6_k127_294656_75,-,K05089,-,4.4e-07,25.7,0.0,7.3e-07,25.0,0.0
K09884,SC-T1-3_k127_260630_16,-,K09884,-,1.2e-41,140.7,22.9,1.5e-41,140.3,22.9
K09884,SC-T1-3_k127_853096_7,-,K09884,-,2.4e-09,34.2,4.1,2.5e-09,34.2,4.1
K23677,UAB-T1-9_k127_419732_1,-,K23677,-,6.2e-21,72.2,38.7,7.5e-21,71.9,38.7
K23677,RP-T1-6_k127_1677154_2,-,K23677,-,2e-13,47.4,44.8,2.7e-13,47.0,44.8
K23677,8-T1-6_k127_337061_8,-,K23677,-,1.1e-09,35.1,34.8,1.1e-09,35.1,34.8
K23677,RP-T1-6_k127_1963256_15,-,K23677,-,1.1e-09,35.1,13.2,2e-09,34.2,13.2
K23677,RP-T1-6_k127_1114521_20,-,K23677,-,1.3e-09,34.8,19.9,4.3e-09,33.0,19.9
K23677,8-T1-6_k127_283000_10,-,K23677,-,6.4e-09,32.5,37.4,9e-09,32.0,37.4
K23677,SC-T1-3_k127_786452_5,-,K23677,-,2.4e-08,30.6,19.3,2.4e-08,30.6,19.3
K23677,SC-T1-3_k127_1079232_6,-,K23677,-,5.2e-07,26.2,34.6,6.8e-07,25.8,34.6
K18296,HP-T1-6_k127_294656_40,-,K18296,-,5.2e-102,339.7,21.5,6.8e-102,339.3,21.5
K18296,RP-T1-9_k127_51165_22,-,K18296,-,9e-26,87.3,9.4,1.1e-25,87.1,9.4
K13873,UAB-T1-9_k127_120282_5,-,K13873,-,1.5e-11,41.8,0.5,1.9e-11,41.5,0.5
K13873,SC-T1-3_k127_77686_9,-,K13873,-,7.7e-09,32.9,0.7,1.2e-08,32.3,0.7
K16396,SC-T1-3_k127_242558_1,-,K16396,-,0.0,2050.7,187.5,2.1e-212,705.8,27.0
K16396,RC-T1-3_k127_387592_1,-,K16396,-,0.0,1533.3,95.6,4.9e-201,668.1,23.4
K16396,SC-T1-3_k127_743647_11,-,K16396,-,1e-270,899.1,90.4,6e-194,644.6,36.5
K16396,SC-T1-3_k127_734542_1,-,K16396,-,2.1e-59,198.5,24.8,2.4e-59,198.3,24.8
K16396,8-T1-6_k127_217740_19,-,K16396,-,4.2e-27,91.4,4.2,5e-27,91.2,4.2
K16396,8-T1-6_k127_217740_16,-,K16396,-,6.1e-22,74.3,3.8,7.4e-22,74.0,3.8
K16396,RP-T1-3_k127_175146_11,-,K16396,-,2.9e-08,29.0,0.4,4.3e-08,28.4,0.4
K16396,SC-T1-3_k127_85119_12,-,K16396,-,2.5e-06,22.6,13.1,3.1e-06,22.2,13.1
K24746,8-T1-6_k127_156082_8,-,K24746,-,6.8e-06,22.3,2.3,0.029,10.3,0.1
K24458,RP-T1-6_k127_1953393_5,-,K24458,-,8.8e-08,27.8,0.1,1.7e-07,26.9,0.0
K24458,8-T1-6_k127_139988_5,-,K24458,-,2.2e-07,26.5,0.0,3.1e-07,26.0,0.0
K16695,HP-T1-6_k127_181582_16,-,K16695,-,1.2e-75,252.8,31.0,1.4e-75,252.5,31.0
K16316,SC-T1-3_k127_177542_12,-,K16316,-,1.2e-10,37.6,0.0,1.4e-10,37.3,0.0
K16316,RC-T1-3_k127_32300_5,-,K16316,-,5.5e-10,35.3,0.0,7.2e-10,35.0,0.0
K16316,SC-T1-3_k127_567707_2,-,K16316,-,1.5e-09,33.9,0.0,1.7e-09,33.7,0.0
K16316,8-T1-6_k127_339026_12,-,K16316,-,1.1e-07,27.8,0.0,1.3e-07,27.5,0.0
K16316,HP-T1-6_k127_294656_75,-,K16316,-,2.2e-07,26.7,3.0,4.1e-06,22.5,0.0
K20954,SC-T1-3_k127_1110081_13,-,K20954,-,1.9e-37,127.2,0.1,2.5e-37,126.7,0.1
K20954,HP-T1-6_k127_1153828_9,-,K20954,-,1.2e-29,101.5,0.0,1.9e-29,100.8,0.0
K20954,RP-T1-6_k127_487767_8,-,K20954,-,1.3e-26,91.4,0.2,2.9e-26,90.3,0.0
K20954,SC-T1-3_k127_1110081_10,-,K20954,-,1.3e-21,74.9,0.2,1.8e-21,74.5,0.2
K10811,11B-T1-3_k127_285612_11,-,K10811,-,3.8e-06,23.6,0.6,7.7e-06,22.6,0.2
K13326,8-T1-6_k127_217740_20,-,K13326,-,3.6e-06,24.4,0.0,4.9e-06,23.9,0.0
K13326,8-T1-6_k127_337061_12,-,K13326,-,8.2e-06,23.2,0.0,1.2e-05,22.7,0.0
K19742,SC-T1-3_k127_441408_9,-,K19742,-,5.1e-35,118.5,0.0,6.1e-35,118.2,0.0
K15405,SC-T1-3_k127_47800_9,-,K15405,-,1.9e-34,116.5,0.0,5.1e-28,95.3,0.0
K15405,SC-T1-3_k127_104701_2,-,K15405,-,8.7e-20,68.1,0.0,1.1e-19,67.8,0.0
K15405,SC-T1-3_k127_612414_10,-,K15405,-,2.7e-19,66.5,0.0,3.8e-19,66.0,0.0
K15405,RP-T1-6_k127_168662_28,-,K15405,-,7e-09,32.2,0.0,9.5e-09,31.7,0.0
K24619,HP-T1-6_k127_294656_53,-,K24619,-,3.2e-11,40.8,0.0,3.3e-05,21.4,0.0
K18345,RP-T1-6_k127_1481604_2,-,K18345,-,3.5e-59,198.4,0.0,1.9e-57,192.6,0.0
K18345,HP-T1-6_k127_183432_90,-,K18345,-,1.5e-54,183.1,1.7,2.8e-54,182.2,1.7
K18345,RP-T1-9_k127_94720_15,-,K18345,-,4.4e-54,181.6,0.0,7e-53,177.6,0.0
K18345,RP-T1-6_k127_1201713_9,-,K18345,-,4.1e-52,175.1,0.0,8.2e-51,170.8,0.0
K18345,HP-T1-6_k127_294656_64,-,K18345,-,2.2e-51,172.7,0.0,3e-51,172.2,0.0
K18345,RP-T1-6_k127_879985_7,-,K18345,-,2.4e-51,172.6,0.0,3.8e-50,168.6,0.0
K18345,HP-T1-6_k127_294656_24,-,K18345,-,9e-50,167.3,0.0,4.9e-49,164.9,0.0
K18345,SC-T1-3_k127_822506_8,-,K18345,-,2.7e-40,136.1,0.0,2e-39,133.3,0.0
K18345,HP-T1-6_k127_183432_102,-,K18345,-,3.6e-40,135.7,0.0,5.4e-40,135.1,0.0
K18345,RC-T1-3_k127_32300_11,-,K18345,-,1.9e-39,133.3,0.0,4.4e-39,132.1,0.0
K18345,RP-T1-6_k127_1963256_29,-,K18345,-,1.5e-38,130.4,0.0,3.7e-38,129.0,0.0
K18345,SC-T1-3_k127_104701_3,-,K18345,-,3.8e-20,69.6,0.0,2.2e-19,67.1,0.0
K18345,8-T1-6_k127_283000_1,-,K18345,-,5.6e-19,65.8,0.0,6.4e-19,65.6,0.0
K18345,SC-T1-3_k127_226907_11,-,K18345,-,9.2e-18,61.8,0.0,1e-17,61.6,0.0
K18345,RP-T1-3_k127_1328254_13,-,K18345,-,1.1e-07,28.5,0.0,2e-07,27.7,0.0
K14688,RP-T1-3_k127_353684_9,-,K14688,-,9.4e-63,210.4,10.2,3.8e-32,109.3,0.7
K14688,HP-T1-6_k127_294656_67,-,K14688,-,7.2e-55,184.3,13.0,5.7e-30,102.1,2.1
K14688,SC-T1-3_k127_246178_6,-,K14688,-,7.1e-12,42.4,13.9,4.9e-09,33.0,5.1
K14688,RP-T1-6_k127_879985_15,-,K14688,-,2.2e-11,40.7,2.6,2.2e-11,40.7,2.6
K15670,SC-T1-3_k127_242558_1,-,K15670,-,0.0,4466.3,224.6,0.0,1917.4,86.4
K15670,RC-T1-3_k127_387592_1,-,K15670,-,0.0,3143.0,122.6,3.2e-261,867.5,19.3
K15670,SC-T1-3_k127_743647_11,-,K15670,-,1.8e-269,894.8,100.1,6.3e-230,763.6,48.1
K15670,SC-T1-3_k127_734542_1,-,K15670,-,7.9e-155,514.2,33.8,1e-154,513.9,33.8
K15670,HP-T1-6_k127_918630_5,-,K15670,-,1.1e-100,334.5,7.3,1.2e-100,334.4,7.3
K15670,SC-T1-3_k127_344036_8,-,K15670,-,2.5e-78,260.3,7.8,3.3e-78,259.9,7.8
K15670,SC-T1-3_k127_344036_3,-,K15670,-,8.1e-71,235.3,5.2,9.6e-71,235.1,5.2
K15670,SC-T1-3_k127_612414_6,-,K15670,-,1.6e-64,214.4,6.5,2e-64,214.1,6.5
K15670,SC-T1-3_k127_953376_8,-,K15670,-,1.8e-61,204.3,6.8,2.3e-61,203.9,6.8
K15670,SC-T1-3_k127_501952_19,-,K15670,-,1.2e-54,181.7,14.4,1.7e-54,181.2,14.4
K15670,HP-T1-6_k127_183432_150,-,K15670,-,1e-46,155.3,0.0,1.3e-46,155.0,0.0
K15670,HP-T1-6_k127_294656_32,-,K15670,-,2.3e-44,147.5,0.0,1.3e-41,138.4,0.0
K15670,8-T1-6_k127_217740_19,-,K15670,-,5.2e-40,133.1,0.4,6.2e-40,132.8,0.4
K15670,RC-T1-3_k127_506943_8,-,K15670,-,1.8e-39,131.3,6.3,3.1e-39,130.5,6.3
K15670,RP-T1-3_k127_175146_11,-,K15670,-,1.2e-37,125.2,2.9,1.8e-20,68.2,0.4
K15670,HP-T1-6_k127_294656_31,-,K15670,-,3.6e-35,117.0,0.0,5.6e-34,113.0,0.0
K15670,RP-T1-3_k127_1758766_16,-,K15670,-,1.8e-34,114.7,4.3,3.7e-34,113.7,1.9
K15670,RP-T1-3_k127_1758766_17,-,K15670,-,8.3e-34,112.5,10.2,3.2e-33,110.5,10.2
K15670,SC-T1-3_k127_459616_1,-,K15670,-,2e-33,111.2,0.2,2.5e-33,110.9,0.2
K15670,RC-T1-3_k127_467705_9,-,K15670,-,1.5e-31,105.0,3.0,1.9e-31,104.7,3.0
K15670,SC-T1-3_k127_743647_9,-,K15670,-,1.7e-26,88.2,5.8,3.3e-18,60.7,1.0
K15670,8-T1-6_k127_217740_16,-,K15670,-,9.3e-21,69.1,10.8,1.2e-20,68.8,10.8
K15670,SC-T1-3_k127_953376_1,-,K15670,-,1.9e-06,21.7,1.8,2.6e-06,21.2,1.8
K01648,SC-T1-6_k127_948687_12,-,K01648,-,5.9e-07,25.0,0.0,7.9e-07,24.6,0.0
K14558,8-T1-6_k127_156082_8,-,K14558,-,1.3e-32,110.1,0.3,7.5e-18,61.2,0.0
K14558,SC-T1-6_k127_948687_9,-,K14558,-,6.6e-10,34.9,0.0,0.00017,17.0,0.0
K14759,SC-T1-3_k127_561981_1,-,K14759,-,4.8e-11,38.2,0.2,8.2e-11,37.4,0.2
K14759,SC-T1-3_k127_632660_9,-,K14759,-,4.3e-07,25.1,0.0,4.3e-07,25.1,0.0
K11274,8-T1-6_k127_156082_8,-,K11274,-,1.3e-32,110.0,0.0,6.2e-15,51.4,0.0
K11274,SC-T1-6_k127_948687_9,-,K11274,-,2.6e-10,36.1,1.4,7.2e-09,31.3,0.3
K08826,SC-T1-3_k127_177542_12,-,K08826,-,6.1e-09,32.4,0.0,8.3e-09,32.0,0.0
K08826,8-T1-6_k127_339026_12,-,K08826,-,3.5e-07,26.6,0.1,6.6e-07,25.7,0.0
K08826,RC-T1-3_k127_32300_5,-,K08826,-,5.7e-06,22.6,0.0,8.2e-06,22.1,0.0
K05682,HP-T1-6_k127_50417_1,-,K05682,-,1.5e-13,47.4,0.0,1.7e-13,47.2,0.0
K05682,UAB-T1-9_k127_120282_3,-,K05682,-,4e-12,42.6,0.0,2e-06,23.8,0.0
K05682,RP-T1-3_k127_1758766_3,-,K05682,-,6.8e-12,41.9,0.0,2.8e-08,29.9,0.0
K05682,SC-T1-3_k127_213245_11,-,K05682,-,3.4e-11,39.6,0.0,4.8e-05,19.3,0.0
K05682,8-T1-6_k127_292798_8,-,K05682,-,1.4e-09,34.3,0.0,1.7e-09,34.0,0.0
K05682,RC-T1-9_k127_777842_6,-,K05682,-,2e-09,33.7,0.0,2.3e-09,33.5,0.0
K05682,11B-T1-3_k127_390147_7,-,K05682,-,8.2e-09,31.7,0.1,1.1e-08,31.3,0.1
K05682,8-T1-6_k127_217740_31,-,K05682,-,3.1e-08,29.8,0.0,4.2e-08,29.4,0.0
K05682,HP-T1-9_k127_916697_6,-,K05682,-,3.6e-08,29.6,0.0,4.5e-08,29.3,0.0
K05682,SC-T1-3_k127_730379_1,-,K05682,-,4.2e-07,26.1,0.1,6.4e-07,25.5,0.1
K05682,11B-T1-3_k127_968458_14,-,K05682,-,7.5e-07,25.2,0.0,9.6e-07,24.9,0.0
K05682,SC-T1-3_k127_163043_5,-,K05682,-,1.1e-06,24.7,0.0,1.7e-06,24.0,0.0
K05682,SC-T1-3_k127_1022113_7,-,K05682,-,2.7e-06,23.4,0.0,3.2e-06,23.1,0.0
K05682,11B-T1-3_k127_285612_10,-,K05682,-,5.2e-06,22.5,0.0,6.4e-06,22.2,0.0
